word,syllables,ncSource,wordType,yearBand
gentle,gen-tle,practice_list,adjective,y34
enter,en-ter,practice_list,verb,y34
terror,ter-ror,practice_list,noun,y34
united,u-nit-ed,practice_list,adjective,y34
british,Brit-ish,practice_list,adjective,y34
friendly,friend-ly,practice_list,adjective,y34
report,re-port,practice_list,noun,y34
trunk,trunk,practice_list,noun,y34
firmly,firm-ly,practice_list,adverb,y34
belly,bel-ly,practice_list,noun,y34
plain,plain,practice_list,adjective,y34
vanish,van-ish,practice_list,verb,y34
camera,cam-er-a,practice_list,noun,y34
beast,beast,practice_list,noun,y34
silently,si-lent-ly,practice_list,adverb,y34
rule,rule,practice_list,noun,y34
rage,rage,practice_list,noun,y34
daddy,dad-dy,practice_list,noun,y34
vision,vi-sion,practice_list,noun,y34
badly,bad-ly,practice_list,adverb,y34
beauty,beau-ty,practice_list,noun,y34
hero,he-ro,practice_list,noun,y34
detective,de-tec-tive,practice_list,noun,y34
halfway,half-way,practice_list,adverb,y34
fix,fix,practice_list,verb,y34
carriage,car-riage,practice_list,noun,y34
wing,wing,practice_list,noun,y34
date,date,practice_list,noun,y34
bay,bay,practice_list,noun,y34
cliff,cliff,practice_list,noun,y34
honey,hon-ey,practice_list,noun,y34
bill,bill,practice_list,noun,y34
blame,blame,practice_list,verb,y34
platform,plat-form,practice_list,noun,y34
counter,count-er,practice_list,noun,y34
account,ac-count,practice_list,noun,y34
echo,ech-o,practice_list,noun,y34
mood,mood,practice_list,noun,y34
band,band,practice_list,noun,y34
market,mar-ket,practice_list,noun,y34
speech,speech,practice_list,noun,y34
cousin,cous-in,practice_list,noun,y34
comfort,com-fort,practice_list,noun,y34
base,base,practice_list,noun,y34
gas,gas,practice_list,noun,y34
sake,sake,practice_list,noun,y34
patch,patch,practice_list,noun,y34
tear,tear,practice_list,noun,y34
chain,chain,practice_list,noun,y34
carpet,car-pet,practice_list,noun,y34
command,com-mand,practice_list,noun,y34
royal,roy-al,practice_list,adjective,y34
chicken,chick-en,practice_list,noun,y34
duty,du-ty,practice_list,noun,y34
rescue,res-cue,practice_list,verb,y34
shame,shame,practice_list,noun,y34
anxious,anx-ious,practice_list,adjective,y34
deeply,deep-ly,practice_list,adverb,y34
freedom,free-dom,practice_list,noun,y34
example,ex-am-ple,practice_list,noun,y34
cap,cap,practice_list,noun,y34
breeze,breeze,practice_list,noun,y34
wash,wash,practice_list,verb,y34
backwards,back-wards,practice_list,adverb,y34
lesson,les-son,practice_list,noun,y34
vast,vast,practice_list,adjective,y34
sunlight,sun-light,practice_list,noun,y34
meal,meal,practice_list,noun,y34
useful,use-ful,practice_list,adjective,y34
personal,per-son-al,practice_list,adjective,y34
attempt,at-tempt,practice_list,noun,y34
willing,will-ing,practice_list,adjective,y34
cloth,cloth,practice_list,noun,y34
type,type,practice_list,noun,y34
tip,tip,practice_list,noun,y34
contact,con-tact,practice_list,noun,y34
trail,trail,practice_list,noun,y34
uniform,u-ni-form,practice_list,noun,y34
pen,pen,practice_list,noun,y34
lion,li-on,practice_list,noun,y34
raise,raise,practice_list,verb,y34
stranger,stran-ger,practice_list,noun,y34
courage,cour-age,practice_list,noun,y34
goodbye,good-bye,practice_list,exclamation,y34
branch,branch,practice_list,noun,y34
remain,re-main,practice_list,verb,y34
afterwards,af-ter-wards,practice_list,adverb,y34
response,re-sponse,practice_list,noun,y34
goodness,good-ness,practice_list,noun,y34
fairy,fair-y,practice_list,noun,y34
image,im-age,practice_list,noun,y34
angel,an-gel,practice_list,noun,y34
sheet,sheet,practice_list,noun,y34
solid,sol-id,practice_list,adjective,y34
snake,snake,practice_list,noun,y34
judge,judge,practice_list,noun,y34
beard,beard,practice_list,noun,y34
silk,silk,practice_list,noun,y34
warmth,warmth,practice_list,noun,y34
passage,pas-sage,practice_list,noun,y34
pride,pride,practice_list,noun,y34
gang,gang,practice_list,noun,y34
basket,bas-ket,practice_list,noun,y34
pearl,pearl,practice_list,noun,y34
exhausted,ex-haust-ed,practice_list,adjective,y34
post,post,practice_list,noun,y34
gentleman,gen-tle-man,practice_list,noun,y34
survive,sur-vive,practice_list,verb,y34
newspaper,news-pa-per,practice_list,noun,y34
sergeant,ser-geant,practice_list,noun,y34
strike,strike,practice_list,verb,y34
ugly,ug-ly,practice_list,adjective,y34
respect,re-spect,practice_list,noun,y34
flung,flung,practice_list,verb,y34
sharply,sharp-ly,practice_list,adverb,y34
grave,grave,practice_list,noun,y34
guilty,guil-ty,practice_list,adjective,y34
dull,dull,practice_list,adjective,y34
startled,star-tled,practice_list,adjective,y34
pop,pop,practice_list,noun,y34
wedding,wed-ding,practice_list,noun,y34
painting,paint-ing,practice_list,noun,y34
moonlight,moon-light,practice_list,noun,y34
grateful,grate-ful,practice_list,adjective,y34
harm,harm,practice_list,noun,y34
blank,blank,practice_list,adjective,y34
blind,blind,practice_list,adjective,y34
destroy,de-stroy,practice_list,verb,y34
precious,pre-cious,practice_list,adjective,y34
broad,broad,practice_list,adjective,y34
torch,torch,practice_list,noun,y34
lean,lean,practice_list,verb,y34
american,A-mer-i-can,practice_list,adjective,y34
german,Ger-man,practice_list,adjective,y34
french,French,practice_list,adjective,y34
surround,sur-round,practice_list,verb,y34
prepare,pre-pare,practice_list,verb,y34
swear,swear,practice_list,verb,y34
emerge,e-merge,practice_list,verb,y34
don,don,practice_list,verb,y34
surpass,sur-pass,practice_list,verb,y34
plan,plan,practice_list,noun,y34
clutch,clutch,practice_list,verb,y34
unable,un-a-ble,practice_list,adjective,y34
relieved,re-lieved,practice_list,adjective,y34
shocked,shocked,practice_list,adjective,y34
terrified,ter-ri-fied,practice_list,adjective,y34
colonel,col-o-nel,practice_list,noun,y34
murder,mur-der,practice_list,noun,y34
instantly,in-stant-ly,practice_list,adverb,y34
desperately,des-per-ate-ly,practice_list,adverb,y34
jaw,jaw,practice_list,noun,y34
chamber,cham-ber,practice_list,noun,y34
concerned,con-cerned,practice_list,adjective,y34
dining,din-ing,practice_list,adjective,y34
madam,mad-am,practice_list,noun,y34
hunter,hunt-er,practice_list,noun,y34
military,mil-i-tar-y,practice_list,adjective,y34
weapon,weap-on,practice_list,noun,y34
thus,thus,practice_list,adverb,y34
apartment,a-part-ment,practice_list,noun,y34
involved,in-volved,practice_list,adjective,y34
fully,ful-ly,practice_list,adverb,y34
audience,au-di-ence,practice_list,noun,y34
closely,close-ly,practice_list,adverb,y34
coach,coach,practice_list,noun,y34
rid,rid,practice_list,verb,y34
desire,de-sire,practice_list,noun,y34
heavily,heav-i-ly,practice_list,adverb,y34
mass,mass,practice_list,noun,y34
add,add,practice_list,verb,y34
object,ob-ject,practice_list,noun,y34
jeans,jeans,practice_list,noun,y34
spare,spare,practice_list,adjective,y34
tank,tank,practice_list,noun,y34
pace,pace,practice_list,noun,y34
nervously,nerv-ous-ly,practice_list,adverb,y34
hollow,hol-low,practice_list,adjective,y34
hood,hood,practice_list,noun,y34
salt,salt,practice_list,noun,y34
ignore,ig-nore,practice_list,verb,y34
film,film,practice_list,noun,y34
candle,can-dle,practice_list,noun,y34
gap,gap,practice_list,noun,y34
brow,brow,practice_list,noun,y34
extremely,ex-treme-ly,practice_list,adverb,y34
merely,mere-ly,practice_list,adverb,y34
fourth,fourth,practice_list,adjective,y34
inch,inch,practice_list,noun,y34
marry,mar-ry,practice_list,verb,y34
pity,pit-y,practice_list,noun,y34
staircase,stair-case,practice_list,noun,y34
social,so-cial,practice_list,adjective,y34
tale,tale,practice_list,noun,y34
fortune,for-tune,practice_list,noun,y34
commander,com-mand-er,practice_list,noun,y34
jam,jam,practice_list,noun,y34
collar,col-lar,practice_list,noun,y34
dreadful,dread-ful,practice_list,adjective,y34
pillow,pil-low,practice_list,noun,y34
trousers,trou-sers,practice_list,noun,y34
cottage,cot-tage,practice_list,noun,y34
disappointed,dis-ap-point-ed,practice_list,adjective,y34
advice,ad-vice,practice_list,noun,y34
uncomfortable,un-com-fort-a-ble,practice_list,adjective,y34
owl,owl,practice_list,noun,y34
fury,fu-ry,practice_list,noun,y34
warrior,war-ri-or,practice_list,noun,y34
lung,lung,practice_list,noun,y34
fierce,fierce,practice_list,adjective,y34
sofa,so-fa,practice_list,noun,y34
price,price,practice_list,noun,y34
due,due,practice_list,adjective,y34
task,task,practice_list,noun,y34
balance,bal-ance,practice_list,noun,y34
coast,coast,practice_list,noun,y34
mile,mile,practice_list,noun,y34
spider,spi-der,practice_list,noun,y34
cart,cart,practice_list,noun,y34
mystery,mys-ter-y,practice_list,noun,y34
emperor,em-per-or,practice_list,noun,y34
forgive,for-give,practice_list,verb,y34
justice,jus-tice,practice_list,noun,y34
lonely,lone-ly,practice_list,adjective,y34
bomb,bomb,practice_list,noun,y34
process,pro-cess,practice_list,noun,y34
photo,pho-to,practice_list,noun,y34
belong,be-long,practice_list,verb,y34
notebook,note-book,practice_list,noun,y34
crowded,crowd-ed,practice_list,adjective,y34
classroom,class-room,practice_list,noun,y34
backpack,back-pack,practice_list,noun,y34
shade,shade,practice_list,noun,y34
nonsense,non-sense,practice_list,noun,y34
unlike,un-like,practice_list,preposition,y34
wizard,wiz-ard,practice_list,noun,y34
member,mem-ber,practice_list,noun,y34
record,rec-ord,practice_list,noun,y34
whoever,who-ev-er,practice_list,pronoun,y34
miserable,mis-er-a-ble,practice_list,adjective,y34
happiness,hap-pi-ness,practice_list,noun,y34
term,term,practice_list,noun,y34
eager,ea-ger,practice_list,adjective,y34
throne,throne,practice_list,noun,y34
visible,vis-i-ble,practice_list,adjective,y34
useless,use-less,practice_list,adjective,y34
bucket,buck-et,practice_list,noun,y34
loss,loss,practice_list,noun,y34
embarrassed,em-bar-rassed,practice_list,adjective,y34
arrow,ar-row,practice_list,noun,y34
pants,pants,practice_list,noun,y34
elbow,el-bow,practice_list,noun,y34
noble,no-ble,practice_list,adjective,y34
crime,crime,practice_list,noun,y34
cruel,cru-el,practice_list,adjective,y34
envelope,en-ve-lope,practice_list,noun,y34
practically,prac-ti-cal-ly,practice_list,adverb,y34
confidence,con-fi-dence,practice_list,noun,y34
honestly,hon-est-ly,practice_list,adverb,y34
handsome,hand-some,practice_list,adjective,y34
confusion,con-fu-sion,practice_list,noun,y34
period,pe-ri-od,practice_list,noun,y34
diamond,di-a-mond,practice_list,noun,y34
pure,pure,practice_list,adjective,y34
brief,brief,practice_list,adjective,y34
shift,shift,practice_list,verb,y34
safely,safe-ly,practice_list,adverb,y34
meanwhile,mean-while,practice_list,adverb,y34
understanding,un-der-stand-ing,practice_list,noun,y34
horizon,ho-ri-zon,practice_list,noun,y34
couch,couch,practice_list,noun,y34
threat,threat,practice_list,noun,y34
minister,min-is-ter,practice_list,noun,y34
struggle,strug-gle,practice_list,verb,y34
grandpa,grand-pa,practice_list,noun,y34
sideways,side-ways,practice_list,adverb,y34
delight,de-light,practice_list,noun,y34
spark,spark,practice_list,noun,y34
project,pro-ject,practice_list,noun,y34
universe,u-ni-verse,practice_list,noun,y34
boot,boot,practice_list,noun,y34
shelter,shel-ter,practice_list,noun,y34
tough,tough,practice_list,adjective,y34
species,spe-cies,practice_list,noun,y34
overhead,o-ver-head,practice_list,adverb,y34
barn,barn,practice_list,noun,y34
series,se-ries,practice_list,noun,y34
roll,roll,practice_list,verb,y34
announce,an-nounce,practice_list,verb,y34
scatter,scat-ter,practice_list,verb,y34
clench,clench,practice_list,verb,y34
declare,de-clare,practice_list,verb,y34
scramble,scram-ble,practice_list,verb,y34
seize,seize,practice_list,verb,y34
snatch,snatch,practice_list,verb,y34
stride,stride,practice_list,verb,y34
snort,snort,practice_list,verb,y34
annoy,an-noy,practice_list,verb,y34
impress,im-press,practice_list,verb,y34
carve,carve,practice_list,verb,y34
anymore,an-y-more,practice_list,adverb,y34
farther,far-ther,practice_list,adverb,y34
movie,mov-ie,practice_list,noun,y34
bye,bye,practice_list,exclamation,y34
idiot,id-i-ot,practice_list,noun,y34
toilet,toi-let,practice_list,noun,y34
fate,fate,practice_list,noun,y34
opinion,o-pin-ion,practice_list,noun,y34
result,re-sult,practice_list,noun,y34
swing,swing,practice_list,verb,y34
unfortunately,un-for-tu-nate-ly,practice_list,adverb,y34
concern,con-cern,practice_list,noun,y34
nasty,nas-ty,practice_list,adjective,y34
porch,porch,practice_list,noun,y34
council,coun-cil,practice_list,noun,y34
per,per,practice_list,preposition,y34
swallow,swal-low,practice_list,verb,y34
cupboard,cup-board,practice_list,noun,y34
signal,sig-nal,practice_list,noun,y34
shelf,shelf,practice_list,noun,y34
remind,re-mind,practice_list,verb,y34
satisfied,sat-is-fied,practice_list,adjective,y34
mayor,may-or,practice_list,noun,y34
courtyard,court-yard,practice_list,noun,y34
kingdom,king-dom,practice_list,noun,y34
pipe,pipe,practice_list,noun,y34
total,to-tal,practice_list,noun,y34
temple,tem-ple,practice_list,noun,y34
skull,skull,practice_list,noun,y34
factory,fac-tor-y,practice_list,noun,y34
museum,mu-se-um,practice_list,noun,y34
dressing,dress-ing,practice_list,noun,y34
oak,oak,practice_list,noun,y34
bored,bored,practice_list,adjective,y34
straw,straw,practice_list,noun,y34
fog,fog,practice_list,noun,y34
bitter,bit-ter,practice_list,adjective,y34
soup,soup,practice_list,noun,y34
armed,armed,practice_list,adjective,y34
health,health,practice_list,noun,y34
female,fe-male,practice_list,adjective,y34
mysterious,mys-te-ri-ous,practice_list,adjective,y34
trade,trade,practice_list,noun,y34
wise,wise,practice_list,adjective,y34
weekend,week-end,practice_list,noun,y34
lid,lid,practice_list,noun,y34
rare,rare,practice_list,adjective,y34
lad,lad,practice_list,noun,y34
upper,up-per,practice_list,adjective,y34
spite,spite,practice_list,noun,y34
inspector,in-spec-tor,practice_list,noun,y34
robot,ro-bot,practice_list,noun,y34
holiday,hol-i-day,practice_list,noun,y34
text,text,practice_list,noun,y34
video,vid-e-o,practice_list,noun,y34
amount,a-mount,practice_list,noun,y34
trial,tri-al,practice_list,noun,y34
shield,shield,practice_list,noun,y34
grief,grief,practice_list,noun,y34
hut,hut,practice_list,noun,y34
wherever,wher-ev-er,practice_list,conjunction,y34
feature,fea-ture,practice_list,noun,y34
firm,firm,practice_list,adjective,y34
stretch,stretch,practice_list,verb,y34
former,for-mer,practice_list,adjective,y34
birth,birth,practice_list,noun,y34
reality,re-al-i-ty,practice_list,noun,y34
eyebrow,eye-brow,practice_list,noun,y34
dim,dim,practice_list,adjective,y34
squeeze,squeeze,practice_list,verb,y34
jewish,jew-ish,practice_list,adjective,y34
ours,ours,practice_list,pronoun,y34
darling,dar-ling,practice_list,noun,y34
success,suc-cess,practice_list,noun,y34
sadly,sad-ly,practice_list,adverb,y34
lane,lane,practice_list,noun,y34
glimpse,glimpse,practice_list,noun,y34
painful,pain-ful,practice_list,adjective,y34
deadly,dead-ly,practice_list,adjective,y34
ink,ink,practice_list,noun,y34
agent,a-gent,practice_list,noun,y34
poison,poi-son,practice_list,noun,y34
icy,i-cy,practice_list,adjective,y34
lightly,light-ly,practice_list,adverb,y34
amber,am-ber,practice_list,noun,y34
servant,ser-vant,practice_list,noun,y34
upright,up-right,practice_list,adjective,y34
chaos,cha-os,practice_list,noun,y34
current,cur-rent,practice_list,adjective,y34
range,range,practice_list,noun,y34
proof,proof,practice_list,noun,y34
rate,rate,practice_list,noun,y34
nana,na-na,practice_list,noun,y34
horn,horn,practice_list,noun,y34
hunger,hun-ger,practice_list,noun,y34
statue,stat-ue,practice_list,noun,y34
lawn,lawn,practice_list,noun,y34
create,cre-ate,practice_list,verb,y34
discover,dis-cov-er,practice_list,verb,y34
central,cen-tral,practice_list,adjective,y34
fake,fake,practice_list,adjective,y34
dusty,dust-y,practice_list,adjective,y34
brick,brick,practice_list,noun,y34
cane,cane,practice_list,noun,y34
normally,nor-mal-ly,practice_list,adverb,y34
gasp,gasp,practice_list,verb,y34
marriage,mar-riage,practice_list,noun,y34
empire,em-pire,practice_list,noun,y34
reveal,re-veal,practice_list,verb,y34
endless,end-less,practice_list,adjective,y34
gather,gath-er,practice_list,verb,y34
skirt,skirt,practice_list,noun,y34
ease,ease,practice_list,noun,y34
extraordinary,ex-traor-di-nar-y,practice_list,adjective,y34
source,source,practice_list,noun,y34
damage,dam-age,practice_list,noun,y34
previous,pre-vi-ous,practice_list,adjective,y34
paw,paw,practice_list,noun,y34
sock,sock,practice_list,noun,y34
challenge,chal-lenge,practice_list,noun,y34
hook,hook,practice_list,noun,y34
season,sea-son,practice_list,noun,y34
advantage,ad-van-tage,practice_list,noun,y34
settle,set-tle,practice_list,verb,y34
guilt,guilt,practice_list,noun,y34
condition,con-di-tion,practice_list,noun,y34
clothing,cloth-ing,practice_list,noun,y34
style,style,practice_list,noun,y34
route,route,practice_list,noun,y34
jungle,jun-gle,practice_list,noun,y34
suspicious,sus-pi-cious,practice_list,adjective,y34
click,click,practice_list,verb,y34
rude,rude,practice_list,adjective,y34
yell,yell,practice_list,verb,y34
charm,charm,practice_list,noun,y34
handful,hand-ful,practice_list,noun,y34
ashamed,a-shamed,practice_list,adjective,y34
helmet,hel-met,practice_list,noun,y34
drawer,draw-er,practice_list,noun,y34
scary,scar-y,practice_list,adjective,y34
naturally,nat-ur-al-ly,practice_list,adverb,y34
gown,gown,practice_list,noun,y34
release,re-lease,practice_list,verb,y34
official,of-fi-cial,practice_list,adjective,y34
capable,ca-pa-ble,practice_list,adjective,y34
faith,faith,practice_list,noun,y34
cotton,cot-ton,practice_list,noun,y34
holy,ho-ly,practice_list,adjective,y34
copy,cop-y,practice_list,noun,y34
electric,e-lec-tric,practice_list,adjective,y34
majesty,maj-es-ty,practice_list,noun,y34
fishing,fish-ing,practice_list,noun,y34
calmly,calm-ly,practice_list,adverb,y34
funeral,fu-ner-al,practice_list,noun,y34
anxiously,anx-ious-ly,practice_list,adverb,y34
halt,halt,practice_list,verb,y34
rear,rear,practice_list,noun,y34
exit,ex-it,practice_list,noun,y34
alongside,a-long-side,practice_list,preposition,y34
event,e-vent,practice_list,noun,y34
correct,cor-rect,practice_list,adjective,y34
prisoner,pris-on-er,practice_list,noun,y34
progress,pro-gress,practice_list,noun,y34
concrete,con-crete,practice_list,adjective,y34
exact,ex-act,practice_list,adjective,y34
sail,sail,practice_list,noun,y34
telephone,tel-e-phone,practice_list,noun,y34
blond,blond,practice_list,adjective,y34
owner,own-er,practice_list,noun,y34
polite,po-lite,practice_list,adjective,y34
eagerly,ea-ger-ly,practice_list,adverb,y34
nightmare,night-mare,practice_list,noun,y34
reckon,reck-on,practice_list,verb,y34
suspect,sus-pect,practice_list,verb,y34
join,join,practice_list,verb,y34
pass,pass,practice_list,verb,y34
face,face,practice_list,noun,y34
perch,perch,practice_list,verb,y34
mumble,mum-ble,practice_list,verb,y34
flee,flee,practice_list,verb,y34
cling,cling,practice_list,verb,y34
stain,stain,practice_list,noun,y34
relax,re-lax,practice_list,verb,y34
stun,stun,practice_list,verb,y34
character,char-ac-ter,practice_list,noun,y34
student,stu-dent,practice_list,noun,y34
warden,war-den,practice_list,noun,y34
slight,slight,practice_list,adjective,y34
recently,re-cent-ly,practice_list,adverb,y34
university,u-ni-ver-si-ty,practice_list,noun,y34
thrust,thrust,practice_list,verb,y34
homework,home-work,practice_list,noun,y34
wagon,wag-on,practice_list,noun,y34
mighty,might-y,practice_list,adjective,y34
marble,mar-ble,practice_list,noun,y34
pilot,pi-lot,practice_list,noun,y34
exist,ex-ist,practice_list,verb,y34
argue,ar-gue,practice_list,verb,y34
male,male,practice_list,adjective,y34
switch,switch,practice_list,noun,y34
furniture,fur-ni-ture,practice_list,noun,y34
despair,de-spair,practice_list,noun,y34
seek,seek,practice_list,verb,y34
victory,vic-tor-y,practice_list,noun,y34
goose,goose,practice_list,noun,y34
scarcely,scarce-ly,practice_list,adverb,y34
raw,raw,practice_list,adjective,y34
pie,pie,practice_list,noun,y34
gesture,ges-ture,practice_list,noun,y34
claim,claim,practice_list,verb,y34
arrival,ar-riv-al,practice_list,noun,y34
afford,af-ford,practice_list,verb,y34
goal,goal,practice_list,noun,y34
protest,pro-test,practice_list,verb,y34
target,tar-get,practice_list,noun,y34
brightly,bright-ly,practice_list,adverb,y34
wildly,wild-ly,practice_list,adverb,y34
howl,howl,practice_list,noun,y34
african,Af-ri-can,practice_list,adjective,y34
maid,maid,practice_list,noun,y34
complicated,com-pli-cat-ed,practice_list,adjective,y34
lack,lack,practice_list,noun,y34
swiftly,swift-ly,practice_list,adverb,y34
alley,al-ley,practice_list,noun,y34
terribly,ter-ri-bly,practice_list,adverb,y34
basement,base-ment,practice_list,noun,y34
neat,neat,practice_list,adjective,y34
daily,dai-ly,practice_list,adjective,y34
traffic,traf-fic,practice_list,noun,y34
shopping,shop-ping,practice_list,noun,y34
piano,pi-an-o,practice_list,noun,y34
bang,bang,practice_list,noun,y34
china,chi-na,practice_list,noun,y34
spoon,spoon,practice_list,noun,y34
briefly,brief-ly,practice_list,adverb,y34
leap,leap,practice_list,noun,y34
modern,mod-ern,practice_list,adjective,y34
ability,a-bil-i-ty,practice_list,noun,y34
warn,warn,practice_list,verb,y34
abruptly,ab-rupt-ly,practice_list,adverb,y34
rusty,rust-y,practice_list,adjective,y34
unknown,un-known,practice_list,adjective,y34
lab,lab,practice_list,noun,y34
friendship,friend-ship,practice_list,noun,y34
altogether,al-to-geth-er,practice_list,adverb,y34
bark,bark,practice_list,noun,y34
velvet,vel-vet,practice_list,noun,y34
discuss,dis-cuss,practice_list,verb,y34
spear,spear,practice_list,noun,y34
respond,re-spond,practice_list,verb,y34
confident,con-fi-dent,practice_list,adjective,y34
dagger,dag-ger,practice_list,noun,y34
youth,youth,practice_list,noun,y34
fashion,fash-ion,practice_list,noun,y34
ragged,ragged,practice_list,adjective,y34
thief,thief,practice_list,noun,y34
slave,slave,practice_list,noun,y34
daylight,day-light,practice_list,noun,y34
deserve,de-serve,practice_list,verb,y34
instruction,in-struc-tion,practice_list,noun,y34
duke,duke,practice_list,noun,y34
hopefully,hope-ful-ly,practice_list,adverb,y34
stern,stern,practice_list,adjective,y34
slope,slope,practice_list,noun,y34
grim,grim,practice_list,adjective,y34
political,po-lit-i-cal,practice_list,adjective,y34
patient,pa-tient,practice_list,adjective,y34
spine,spine,practice_list,noun,y34
chase,chase,practice_list,verb,y34
twin,twin,practice_list,noun,y34
pavement,pave-ment,practice_list,noun,y34
impression,im-pres-sion,practice_list,noun,y34
headmaster,head-mas-ter,practice_list,noun,y34
closet,clos-et,practice_list,noun,y34
regret,re-gret,practice_list,noun,y34
mere,mere,practice_list,adjective,y34
emergency,e-mer-gen-cy,practice_list,noun,y34
version,ver-sion,practice_list,noun,y34
property,prop-er-ty,practice_list,noun,y34
convince,con-vince,practice_list,verb,y34
exchange,ex-change,practice_list,noun,y34
merry,mer-ry,practice_list,adjective,y34
delicious,de-li-cious,practice_list,adjective,y34
elephant,el-e-phant,practice_list,noun,y34
rubbish,rub-bish,practice_list,noun,y34
gradually,grad-u-al-ly,practice_list,adverb,y34
emotion,e-mo-tion,practice_list,noun,y34
stark,stark,practice_list,adjective,y34
raven,ra-ven,practice_list,noun,y34
whip,whip,practice_list,noun,y34
kindly,kind-ly,practice_list,adverb,y34
farmer,farm-er,practice_list,noun,y34
luckily,luck-i-ly,practice_list,adverb,y34
strangely,strange-ly,practice_list,adverb,y34
medical,med-i-cal,practice_list,adjective,y34
model,mod-el,practice_list,noun,y34
tide,tide,practice_list,noun,y34
equal,e-qual,practice_list,adjective,y34
bush,bush,practice_list,noun,y34
crow,crow,practice_list,noun,y34
million,mil-lion,practice_list,noun,y34
highly,high-ly,practice_list,adverb,y34
fail,fail,practice_list,verb,y34
sandy,san-dy,practice_list,adjective,y34
explosion,ex-plo-sion,practice_list,noun,y34
agreement,a-gree-ment,practice_list,noun,y34
mercy,mer-cy,practice_list,noun,y34
lantern,lan-tern,practice_list,noun,y34
cellar,cel-lar,practice_list,noun,y34
mental,men-tal,practice_list,adjective,y34
original,o-rig-i-nal,practice_list,adjective,y34
shiver,shiv-er,practice_list,verb,y34
crystal,crys-tal,practice_list,noun,y34
genuine,gen-u-ine,practice_list,adjective,y34
mislead,mis-lead,nc_example,verb,y34
predict,pre-dict,nc_example,verb,y34
patience,pa-tience,nc_example,noun,y34
calm,calm,nc_example,adjective,y34
affect,af-fect,nc_example,verb,y34
effect,ef-fect,nc_example,noun,y34
accept,ac-cept,nc_example,verb,y34
lose,lose,nc_example,verb,y34
loose,loose,nc_example,adjective,y34
desert,des-ert,nc_example,noun,y34
lamb,lamb,nc_example,noun,y34
comb,comb,nc_example,noun,y34
knee,knee,nc_example,noun,y34
wrist,wrist,nc_example,noun,y34
wrap,wrap,nc_example,verb,y34
herd,herd,nc_example,noun,y34
missed,missed,nc_example,verb,y34
mist,mist,nc_example,noun,y34
morning,morn-ing,nc_example,noun,y34
piece,piece,nc_example,noun,y34
peace,peace,nc_example,noun,y34
pour,pour,nc_example,verb,y34
poor,poor,nc_example,adjective,y34
rain,rain,nc_example,noun,y34
seen,seen,nc_example,verb,y34
which,which,nc_example,pronoun,y34
witch,witch,nc_example,noun,y34
planet,plan-et,practice_list,noun,y34
trudge,trudge,practice_list,verb,y34
clamber,clam-ber,practice_list,verb,y34
peer,peer,practice_list,verb,y34
lurch,lurch,practice_list,verb,y34
stumble,stum-ble,practice_list,verb,y34
crouch,crouch,practice_list,verb,y34
hover,hov-er,practice_list,verb,y34
dart,dart,practice_list,verb,y34
prowl,prowl,practice_list,verb,y34
stalk,stalk,practice_list,verb,y34
tiptoe,tip-toe,practice_list,verb,y34
shuffle,shuf-fle,practice_list,verb,y34
sway,sway,practice_list,verb,y34
tremble,trem-ble,practice_list,verb,y34
shudder,shud-der,practice_list,verb,y34
flinch,flinch,practice_list,verb,y34
wince,wince,practice_list,verb,y34
stammer,stam-mer,practice_list,verb,y34
shriek,shriek,practice_list,verb,y34
growl,growl,practice_list,verb,y34
pounce,pounce,practice_list,verb,y34
swoop,swoop,practice_list,verb,y34
plunge,plunge,practice_list,verb,y34
soar,soar,practice_list,verb,y34
glide,glide,practice_list,verb,y34
swirl,swirl,practice_list,verb,y34
spiral,spi-ral,practice_list,verb,y34
tumble,tum-ble,practice_list,verb,y34
bewildered,be-wil-dered,practice_list,adjective,y34
astonished,as-ton-ished,practice_list,adjective,y34
horrified,hor-ri-fied,practice_list,adjective,y34
stubborn,stub-born,practice_list,adjective,y34
cunning,cun-ning,practice_list,adjective,y34
cowardly,cow-ard-ly,practice_list,adjective,y34
envious,en-vi-ous,practice_list,adjective,y34
jagged,jag-ged,practice_list,adjective,y34
rugged,rug-ged,practice_list,adjective,y34
radiant,ra-di-ant,practice_list,adjective,y34
vivid,viv-id,practice_list,adjective,y34
lush,lush,practice_list,adjective,y34
volcano,vol-ca-no,practice_list,noun,y34
eruption,e-rup-tion,practice_list,noun,y34
hurricane,hur-ri-cane,practice_list,noun,y34
drought,drought,practice_list,noun,y34
migration,mi-gra-tion,practice_list,noun,y34
camouflage,cam-ou-flage,practice_list,noun,y34
nocturnal,noc-tur-nal,practice_list,adjective,y34
predator,pred-a-tor,practice_list,noun,y34
invasion,in-va-sion,practice_list,noun,y34
artefact,ar-te-fact,practice_list,noun,y34
coronation,cor-o-na-tion,practice_list,noun,y34
gravity,grav-i-ty,practice_list,noun,y34
friction,fric-tion,practice_list,noun,y34
conductor,con-duc-tor,practice_list,noun,y34
insulator,in-su-la-tor,practice_list,noun,y34
dissolve,dis-solve,practice_list,verb,y34
magnetic,mag-net-ic,practice_list,adjective,y34
vicious,vi-cious,practice_list,adjective,y34
observe,ob-serve,practice_list,verb,y34
hesitate,hes-i-tate,practice_list,verb,y34
linger,lin-ger,practice_list,verb,y34
venture,ven-ture,practice_list,verb,y34
conceal,con-ceal,practice_list,verb,y34
dwell,dwell,practice_list,verb,y34
